Course Code,Prerequisites
*NEUR 698 D 2,NEUR 698 D 1
*NEUR 698 N 1,
*NEUR 698 N 2,NEUR 698 N 1
NEUR 699,
*NEUR 699 D 1,
*NEUR 699 D 2,NEUR 699 D 1
*NEUR 699 N 1,
*NEUR 699 N 2,NEUR 699 N 1
NEUR 700,
*NEUR 700 D 1,
*NEUR 700 D 2,NEUR 700 D 1
NEUR 705,
*NEUR 710,
*NRSC 221,
NRSC 333,
*NRSC 405,
*NRSC 451,
*NRSC 510,
NRSC 612,
*NRSC 614,
*NRSC 620,ENVR 630
NRSC 643,
NRSC 644,NRSC 643
NRSC 651,NRSC 644
NRSC 670,
NRSC 671,NRSC 670
NRSC 680,
NRSC 684,
NRSC 685,
NRSC 691,
NRSC 692,
NRSC 693,
NRSC 694,
NRSC 701,
NRSC 751,
NRSC 752,NRSC 751
NRSC 753,NRSC 752
NRSC 754,NRSC 753
NSCI 200,"BIOL 112, CHEM 110, CHEM 120, PHYS 101, PHYS 131, PHYS 102, PHYS 142, BIOL 200, CHEM 212"
NSCI 201,"NSCI 200, PSYC 211"
NSCI 300,"NSCI 200, NSCI 201"
NSCI 396,
NSCI 400 D 1,NSCI 200
NSCI 400 D 2,NSCI 400 D 1
NSCI 400 N 1,NSCI 200
*NSCI 400 N 2,NSCI 400 N 1
NSCI 410,"NSCI 200, NSCI 201"
NSCI 410 D 1,"NSCI 200, NSCI 201"
NSCI 410 D 2,NSCI 410 D 1
NSCI 420,"NSCI 200, NSCI 201"
NSCI 420 D 1,"NSCI 200, NSCI 201"
NSCI 420 D 2,NSCI 420 D 1
*NSCI 420 N 1,"NSCI 200, NSCI 201"
*NSCI 420 N 2,NSCI 420 N 1
NSCI 430 D 1,"NSCI 200, NSCI 201, NSCI 300"
NSCI 430 D 2,"NSCI 200, NSCI 201, NSCI 300, NSCI 430 D 1"
*NUR 1 200 Biology for Illness and Therapy (4 credits),"CHEM 212, CHEM 232"
NUR 1 209 Pathophysiology for Nursing 1 (3 credits),"BIOL 112, CHEM 110, CHEM 120, CHEM 212, PHYS 101, PHYS 102"
NUR 1 210 Pathophysiology for Nursing 2 (3 credits),NUR 1 209
*NUR 1 219 Transition to the McGill Model (1 credit),
*NUR 1 221 Intro to Prof Practice & Strengths Based Nursing&Healthcare (3 credits),
NUR 1 222 Strengths Based Nursing and Professional Practice (3 credits),
NUR 1 224 Individual and Family Development Across Lifespans 1 (4 credits),"NUR 1 209, NUR 1 222"
NUR 1 225 Individual and Family Development Across Lifespans 2 (4 credits),NUR 1 224
NUR 1 230 Supporting Health and Healing Capacities 1 (1 credit),
NUR 1 231 Supporting Health and Healing Capacities 2 (1 credit),"NUR 1 230, NUR 1 210, NUR 1 311"
NUR 1 233 Promoting Young Family Development (2 credits),"NUR 1 230, NUR 1 234, NUR 1 235"
NUR 1 234 Nursing Older Adults (2 credits),
NUR 1 235 Health and Physical Assessment/Anatomy 1 (3 credits),
NUR 1 236 Health and Physical Assessment/Anatomy 2 (3 credits),NUR 1 235
NUR 1 300 Pharmacology for Nursing 1 (3 credits),"NUR 1 209, NUR 1 210"
NUR 1 301 Pharmacology for Nursing 2 (3 credits),NUR 1 300
NUR 1 311 Infection Prevention and Control (3 credits),NUR 1 209
NUR 1 312 Research in Nursing (3 credits),
NUR 1 318 Chronic Illness and Palliative Health Challenges (4 credits),
NUR 1 320 Critical Care Nursing Theory (3 credits),NUR 1 209
*NUR 1 322 Chronic Illness and Palliative Care (3 credits),"NUR 1 331, NUR 1 319"
NUR 1 323 Illness Management 1 (3 credits),"NUR 1 209, NUR 1 210"
NUR 1 324 Illness Management 2 (3 credits),NUR 1 323
"NUR 1 325 Acute, Chronic, and Palliative Health Challenges 1 (4 credits)",NUR 1 225
"NUR 1 326 Acute, Chronic, and Palliative Health Challenges 2 (4 credits)",NUR 1 325
NUR 1 327 Critical Health Challenges (4 credits),NUR 1 318
NUR 1 329 Skin Integrity and Wound Care (3 credits),"NUR 1 209, NUR 1 210, NUR 1 331, NUR 1 434, NUR 1 435"
*NUR 1 331 Nursing in Illness 1 (4 credits),NUR 1 233
NUR 1 332 Nursing in Illness 2 (4 credits),NUR 1 331
NUR 1 333 Nursing in Illness 3 (3 credits),NUR 1 332
*NUR 1 335 Illness Management Clinical Skills Laboratory 1 (1 credit),NUR 1 231
NUR 1 336 Illness Management Clinical Skills Laboratory 2 (1 credit),NUR 1 335
NUR 1 338 Applied Health and Physical Assessment/Anatomy 1 (3 credits),
NUR 1 339 Applied Health and Physical Assessment/Anatomy 2 (3 credits),NUR 1 338
*NUR 1 420 Primary Health Care (3 credits),
*NUR 1 421 Resources: Special Populations (3 credits),
NUR 1 423 Leading Change: Policy and Practice (4 credits),NUR 1 424
"NUR 1 424 Legal, Ethical, and Professional Practice Issues (4 credits)","NUR 1 326, NUR 1 327"
*NUR 1 428 Learning and Health Education (3 credits),
NUR 1 431 Community Health Nursing Practicum (3 credits),"NUR 1 325, NUR 1 332, NUR 1 334"
NUR 1 432 Community Health Nursing Project (3 credits),"NUR 1 332, NUR 1 336, NUR 1 327, NUR 1 434, NUR 1 435"
NUR 1 434 Critical Care Nursing Practicum (4 credits),"NUR 1 320, NUR 1 327, NUR 1 339"
*NUR 1 435 Ambassador Critical Care Practicum (4 credits),"NUR 1 320, NUR 1 327, NUR 1 339"
NUR 1 529 Critical Care Nursing (4 credits),"NUR 1 424, NUR 1 431, NUR 1 432"
NUR 1 530 Nursing Practice Consolidation (5 credits),"NUR 1 431, NUR 1 432"
NUR 1 531 Ambassador Nursing Practice Consolidation (5 credits),NUR 1 432
*NUR 1 548 Introduction to Telehealth Nursing (3 credits),"NUR 1 331, NUR 2 511 D 1, D 2"
*NUR 2 209 Human Physiology for Health Care 1 (3 credits),"BIOL 111, BIOL 112, CHEM 110, CHEM 120, CHEM 212"
"*NUR 2 210 Human Physiology for Health Care 2
 (3 credits)",NUR 2 209
NUR 2 500 Integrated Health Sciences 1 (4 credits),
NUR 2 501 Integrated Health Sciences 2 (4 credits),
NUR 2 510 Practice of Nursing 1 (3 credits),
NUR 2 511 Practice of Nursing 2 (3 credits),
*NUR 2 512 Practice and Theory in Nursing (4 credits),NUR 2 514
NUR 2 513 Introduction to Nursing Care (4 credits),
NUR 2 514 Introduction to Nursing 2 (4 credits),NUR 2 513
NUR 2 515 Applied Statistics for Nursing (3 credits),PSYC 204
NUR 2 516 Perspectives on Global Health (3 credits),
NUR 2 517 Nursing Clinical Skills Laboratory 1 (1 credit),
NUR 2 518 Nursing Clinical Skills Laboratory 2 (1 credit),
*NUR 2 519 Nursing Clinical Skills Laboratory 3 (1 credit),
*NUR 2 521 Wound Care 1 (1.5 credits),
NUR 2 533 Fundamentals of Digital Health (3 credits),
NUR 2 534 Health Assessment/Anatomy 1 (3 credits),
NUR 2 535 Health Assessment/Anatomy 2 (3 credits),
*NUR 2 590 Introduction to Nursing Theories and Models (2 credits),
*NUR 2 591 Introduction to Graduate Practice (4 credits),
"NUR 2 600 Knowledge Translation in
 Healthcare
 (3 credits)",NUR 2 612
NUR 2 601 Applied Knowledge Translation in Healthcare 1 (6 credits),NUR 2 600
"NUR 2 602 Applied Knowledge Translation in Healthcare 2
 (3 credits)",NUR 2 601
"NUR 2 603 Teaching and Learning in Nursing
 (3 credits)",
NUR 2 605 Advanced Clinical Reasoning (3 credits),NUR 2 612
"NUR 2 606 Clinical Reasoning in a Global Context
 (3 credits)",NUR 2 612
NUR 2 607 Children's Nursing (3 credits),
NUR 2 608 Seminar in Nursing (3 credits),
NUR 2 609 Nursing Care of Children and their Families (3 credits),
NUR 2 610 Ambulatory/Community Care (3 credits),
NUR 2 611 Policy Leadership in Nursing (3 credits),
NUR 2 612 Research Methods in Nursing 1 (3 credits),
NUR 2 613 Reasoning in Primary Care Practice 1 (4 credits),
NUR 2 614 Reasoning in Primary Care Practice 2 (3 credits),NUR 2 613
*NUR 2 616 Advanced Clinical Skills (4 credits),
NUR 2 617 Clinical in Family Systems Nursing 1 (3 credits),
*NUR 2 618 Clinical in Family Systems Nursing 2 (3 credits),
*NUR 2 619 Nursing Clinical Skills Laboratory 4 (1 credit),
*NUR 2 621 Wound Care 2 (2 credits),
NUR 2 622 Nursing Education Internship (3 credits),NUR 2 603
NUR 2 623 Clinical Assessment and Therapeutics 1 (3 credits),PATH 300
*NUR 2 624 Clinical Laboratory in Nursing 2 (4 credits),
NUR 2 626 Professional Issues in Nursing (3 credits),
*NUR 2 628 Advanced Assessment (4 credits),NUR 1 235
NUR 2 629 Nursing Administration Stage (4 credits),
NUR 2 630 Research Project 1 (3 credits),NUR 2 612
NUR 2 631 Research Project 2 (6 credits),NUR 2 630
NUR 2 632 Research Project 3 (3 credits),NUR 2 631
NUR 2 634 Clinical Assessment and Therapeutics 2 (3 credits),NUR 2 623
*NUR 2 635 Pain Measurement in Children (3 credits),
NUR 2 636 Global Health Nursing Internship (3 credits),"NUR 2 609, NUR 2 610, NUR 2 617, NUR 2 618"
NUR 2 637 Clinical Nursing Specialization (3 credits),"NUR 2 609, NUR 2 610, NUR 2 616"
NUR 2 638 Nursing in Critical Care (3 credits),"NUR 2 616, NUR 2 636"
*NUR 2 639 Reasoning in Primary Care Practice 3 (8 credits),NUR 2 614
NUR 2 640 Clinical Reasoning (3 credits),"PHGY 209, PHGY 210, PATH 300, PHAR 300"
NUR 2 641 Reasoning in Primary Care Practice 4 (6 credits),"NUR 2 639, NUR 2 667"
NUR 2 642 Ethics in Advanced Practice (3 credits),
*NUR 2 643 Role Development (3 credits),
NUR 2 644 Pharmacology for Neonatal Nurse Practitioners (3 credits),
NUR 2 645 Pharmacology for Pediatric Nurse Practitioners (3 credits),
*NUR 2 646 Pharmacology for Primary Care Nurse Practitioners (3 credits),
NUR 2 647 Pharmacology for Mental Health Nurse Practitioners (3 credits),
NUR 2 648 Advanced Adult Health Assessment (6 credits),"NUR 2 677, NUR 2 678"
*NUR 2 649 Neonatology Internship 1 (12 credits),
NUR 2 650 Neonatology Internship 2 (12 credits),
*NUR 2 651 Primary Care Internship 1 (8 credits),
NUR 2 652 Primary Care Internship 2 (14 credits),NUR 2 651
*NUR 2 653 Pediatric Internship 1 (8 credits),
NUR 2 654 Pediatric Internship 2 (14 credits),NUR 2 653
*NUR 2 655 Mental Health Internship 1 (12 credits),"NUR 2 647, NUR 2 693, NUR 2 694"
NUR 2 656 Mental Health Internship 2 (12 credits),"NUR 2 647, NUR 2 693, NUR 2 694"
*NUR 2 657 Adult Care Internship 1 (13 credits),"NUR 2 648, NUR 2 688"
NUR 2 658 Adult Care Internship 2 (11 credits),NUR 2 657
NUR 2 659 Applied Reasoning in Primary Care (4 credits),"NUR 2 639, NUR 2 667"
"NUR 2 660 Reasoning in Neonatal Practice 1
 (3 credits)",
*NUR 2 661 Reasoning in Neonatal Practice 2 (6 credits),NUR 2 660
"*NUR 2 662 Neonatal Health
 Assessment (3 credits)","NUR 2 660, NUR 2 661"
"*NUR 2 663 Reasoning in Neonatal Practice 3
 (6 credits)",NUR 2 661
"*NUR 2 664 Evidence in Neonatal Practice
 (3 credits)",
*NUR 2 665 Newborn Internship (4 credits),NUR 2 664
*NUR 2 666 Neonatal Follow Up Internship (6 credits),
*NUR 2 667 Health and Physical Assessment in Primary Care 1 (3 credits),NUR 2 614
"NUR 2 668 Health and Physical Assessment in Primary Care 2
 (3 credits)","NUR 2 639, NUR 2 667"
"NUR 2 669 Internship in Primary Care Practice 1
 (12 credits)","NUR 2 641, NUR 2 659, NUR 2 668"
*NUR 2 670 Reasoning in Primary Care 1 (3 credits),
*NUR 2 671 Reasoning in Primary Care 2 (3 credits),NUR 2 670
*NUR 2 672 Reasoning in Primary Care 3 (4 credits),"NUR 2 670, NUR 2 671"
*NUR 2 673 Reasoning in Primary Care 4 (4 credits),NUR 2 672
*NUR 2 674 Reasoning in Primary Care 5 (4 credits),NUR 2 673
*NUR 2 675 Reasoning in Primary Care 6 (4 credits),
*NUR 2 676 Primary Care Assessment (4 credits),
NUR 2 677 Reasoning in Adult Care 1 (3 credits),
NUR 2 678 Reasoning in Adult Care 2 (4 credits),
*NUR 2 679 Internship in Primary Care Practice 2 (12 credits),"NUR 2 669, NUR 2 697"
NUR 2 680 Reasoning in Pediatrics 1 (3 credits),
*NUR 2 681 Reasoning in Pediatrics 2 (3 credits),
*NUR 2 682 Reasoning in Pediatrics 3 (4 credits),
*NUR 2 683 Reasoning in Pediatrics 4 (4 credits),
*NUR 2 684 Reasoning in Pediatrics 5 (4 credits),
*NUR 2 685 Reasoning in Pediatrics 6 (4 credits),
*NUR 2 686 Pediatric Assessment (4 credits),
NUR 2 687 Reasoning in Adult Care 3 (6 credits),"NUR 2 677, NUR 2 678"
NUR 2 688 Reasoning in Adult Care 4 (6 credits),NUR 2 687
NUR 2 689 Clinical Seminar (2 credits),NUR 2 657
*NUR 2 689 D 1 Clinical Seminar (1 credit),NUR 2 657
NUR 2 689 D 2 Clinical Seminar (1 credit),NUR 1 689 D 1
NUR 2 690 Reasoning in Mental Health 1 (3 credits),
NUR 2 691 Reasoning in Mental Health 2 (6 credits),NUR 2 690
NUR 2 692 Reasoning in Mental Health 3 (6 credits),NUR 2 690
NUR 2 693 Reasoning in Mental Health 4 (6 credits),"NUR 2 691, NUR 2 692"
*NUR 2 694 Reasoning in Mental Health 5 (3 credits),"NUR 2 691, NUR 2 692"
"NUR 2 697 Clinical Seminar in Primary Care 1
 (1 credit)",
"*NUR 2 698 Clinical Seminar in Primary Care 2
 (1 credit)",NUR 2 697
NUR 2 701 Comprehensive Examination,
NUR 2 702 Quantitative Research (3 credits),
NUR 2 703 Issues of Measurement (3 credits),
*NUR 2 705 Palliative Care (3 credits),
NUR 2 706 Qualitative Nursing Research (3 credits),
*NUR 2 711 PhD Seminar 1 (1 credit),
*NUR 2 712 PhD Seminar 2 (1 credit),
*NUR 2 713 PhD Seminar 3 (1 credit),
*NUR 2 720 Nursing Workforce Determinants (3 credits),
NUR 2 730 Theory Development in Nursing (3 credits),NUR 2 620
*NUR 2 780 Advanced Nursing (3 credits),"NUR 2 624, NUR 2 625"
NUR 2 783 Psychosocial Oncology Research (3 credits),
NUR 3 624 Nursing Services Administration Internship (3 credits),
NUR 3 628 Advanced Practice Nursing Internship (3 credits),"NUR 2 605, NUR 2 606, NUR 2 640"
*NUR 3 665 Common Procedures in Neonatal Practice (3 credits),
*NUR 3 667 Clinical Seminar in Neonatal Practice (2 credits),NUR 3 668
"*NUR 3 668 Internship in Neonatal
 Practice 1 (12 credits)","NUR 2 663, NUR 3 665"
"*NUR 3 669 Internship in Neonatal Practice 2
 (13 credits)",
NUTR 207,"AEBI 122, BIOL 112"
NUTR 208,
*NUTR 209,"ANSC 234, LSCI 211, LSCI 230, NUTR 207, NUTR 208, NUTR 214, NUTR 217, NUTR 322, NUTR 343, NUTR 341"
NUTR 214,FDSC 230
NUTR 217,"NUTR 214, NUTR 207"
*NUTR 301,
NUTR 307,ANSC 234
NUTR 310,NUTR 209
*NUTR 311,"AEMA 310, NUTR 343, ANSC 323, ANSC 424, NUTR 307, NUTR 310, NUTR 337, NUTR 342, NUTR 446, NUTR 344, NUTR 345, NUTR 346"
NUTR 322,
NUTR 337,"ANSC 234, BIOC 311, NUTR 307"
NUTR 341,
NUTR 342,
NUTR 343,
NUTR 344,"ANSC 323, NUTR 307, ANSC 234, BIOC 311"
NUTR 345,NUTR 209
NUTR 346,NUTR 345
NUTR 401,NUTR 344
*NUTR 404,
NUTR 408,NUTR 311
NUTR 409,"NUTR 311, NUTR 342, NUTR 446, NUTR 450, NUTR 505, NUTR 545, NUTR 546"
NUTR 430,
NUTR 431,
NUTR 431 D 1,
NUTR 431 D 2,NUTR 431 D 1
*NUTR 431 N 1,
*NUTR 431 N 2,NUTR 431 N 1
NUTR 432,
NUTR 433,NUTR 409
NUTR 438,"NUTR 344, NUTR 311"
NUTR 450,"AEMA 310, BIOL 373, NUTR 307"
NUTR 480,
NUTR 491,
NUTR 492,NUTR 491
NUTR 493,NUTR 492
NUTR 494,NUTR 493
NUTR 497,
NUTR 500,
NUTR 501,
NUTR 502,
NUTR 503,"ANSC 234, BIOC 311, EDKP 395, PHGY 210, ANSC 323, EDKP 292, NUTR 207, NUTR 307"
NUTR 505,NUTR 337
*NUTR 506,NUTR 551
NUTR 507,"NUTR 307, NUTR 337, ANSC 234"
NUTR 508,NUTR 409
NUTR 509,NUTR 409
NUTR 511,"NUTR 337, NUTR 344"
NUTR 512,"FDSC 211, LSCI 211, BIOL 201, BIOC 212"
NUTR 515,
*NUTR 520,NUTR 337
NUTR 537,"NUTR 307, NUTR 337, ANSC 234, ANSC 424"
NUTR 545,"NUTR 337, NUTR 344, ANSC 424"
NUTR 546,"NUTR 337, NUTR 344, ANSC 424"
NUTR 551,"NUTR 337, AEMA 310"
NUTR 603,
*NUTR 604,"ANSC 551, ANSC 552, ANSC 634"
NUTR 606,
NUTR 607,"NUTR 545, NUTR 546"
NUTR 608,
NUTR 609,
*NUTR 610,
*NUTR 611,"NUTR 344, NUTR 513, NUTR 603"
NUTR 612,"NUTR 513, NUTR 603, NUTR 515, NUTR 611"
NUTR 613,"NUTR 513, NUTR 603, NUTR 515, NUTR 611"
NUTR 614,"NUTR 513, NUTR 603, NUTR 515, NUTR 611"
NUTR 615,"NUTR 513, NUTR 603, NUTR 515, NUTR 611"
NUTR 618,
NUTR 625,"NUTR 695, NUTR 696"
*NUTR 626,
NUTR 629,NUTR 628
*NUTR 629 D 1,NUTR 628
*NUTR 629 D 2,NUTR 628
NUTR 641,
NUTR 651,"NUTR 606, NUTR 695"
NUTR 652,NUTR 651
NUTR 653,NUTR 652
NUTR 654,NUTR 653
NUTR 655,NUTR 654
NUTR 656,NUTR 651
NUTR 657,NUTR 656
NUTR 658,NUTR 657
NUTR 659,NUTR 658
NUTR 660,"NUTR 629, NUTR 654, NUTR 658"
NUTR 680,
*NUTR 680 D 1,
*NUTR 680 D 2,NUTR 680 D 1
*NUTR 680 N 1,
*NUTR 680 N 2,NUTR 680 N 1
NUTR 681,
*NUTR 681 D 1,
*NUTR 681 D 2,NUTR 681 D 1
*NUTR 681 N 1,
*NUTR 681 N 2,NUTR 681 N 1
NUTR 682,
*NUTR 682 D 1,
NUTR 682 D 2,NUTR 682 D 1
*NUTR 682 N 1,
*NUTR 682 N 2,NUTR 682 N 1
NUTR 683,
*NUTR 683 D 1,
NUTR 683 D 2,NUTR 683 D 1
*NUTR 683 N 1,
*NUTR 683 N 2,NUTR 683 N 1
NUTR 695,
NUTR 696,
NUTR 697,
NUTR 701,
*NUTR 701 D 1,
*NUTR 701 D 2,NUTR 701 D 1
NUTR 796,
OBGY 401,
OCC 1 245 Introduction to Professional Practice 1 (3 credits),
OCC 1 443 Constructing Mental Health (3 credits),"OCC 1 245, POTH 250"
OCC 1 450 Enabling Leisure Occupations (3 credits),"OCC 1 245, POTH 250"
OCC 1 500 D 1 Pre Clinical Practicum Seminar,
OCC 1 500 D 2 Pre Clinical Practicum Seminar,OCC 1 500 D 1
*OCC 1 501 Clinical Practicum 1 (7 credits),"OCC 1 545, OCC 1 546, OCC 1 547, OCC 1 548, OCC 1 549, OCC 1 550, OCC 1 551"
*OCC 1 502 Clinical Practicum 2 (7 credits),OCC 1 501
OCC 1 503 Clinical Practicum 3 (8 credits),OCC 1 502
OCC 1 545 Therapeutic Strategies in OT 1 (8 credits),
*OCC 1 546 Strategies in OT Professional Practice (3 credits),
OCC 1 547 Occupational Solutions 1 (6 credits),
OCC 1 548 Holistic Approaches in OT (3 credits),
OCC 1 549 Therapeutic Strategies in OT 2 (4 credits),OCC 1 545
OCC 1 550 Enabling Human Occupation (3 credits),
OCC 1 551 Psychosocial Practice in OT (3 credits),
*OCC 1 600 J 1 Clinical Practicum Seminars,
OCC 1 600 J 2 Clinical Practicum Seminars,OCC 1 600 J 1
OCC 1 600 J 3 Clinical Practicum Seminars,"OCC 1 600 J 1, OCC 1 600 J 2"
OCC 1 602 Clinical Practicum 4 (7 credits),OCC 1 503
OCC 1 617 Occupational Solutions 2 (6 credits),OCC 1 547
OCC 1 618 Applied OT: Psychosocial Theory (5 credits),OCC 1 551
OCC 1 620 Work/Ergonomics (3 credits),
OCC 1 622 Community Based OT (3 credits),OCC 1 618
OCC 1 623 Assistive Technology (3 credits),
*OCC 1 625 Functional Environments (3 credits),
OCC 1 626 Mental Health: Child and Youth (3 credits),"OCC 1 551, OCC 1 618"
*OCCH 600,
OCCH 602,
*OCCH 603,
OCCH 604,
OCCH 605,
*OCCH 605 D 1,
*OCCH 605 D 2,OCCH 605 D 1
OCCH 608,
OCCH 612,
OCCH 615,
OCCH 616,
*OCCH 617,
*OCCH 624,
*OCCH 625,
*OCCH 626,
*OCCH 627,
*OCCH 630,
*OCCH 635,
OCCH 699,
OCCH 699 D 1,
OCCH 699 D 2,OCCH 699 D 1
*OCCH 699 N 1,
*OCCH 699 N 2,OCCH 699 N 1
*OCCH 700,
*OCCH 706,
*ONCO 610 D 1,
*ONCO 610 D 2,ONCO 610 D 1
*ONCO 611,
ONCO 615,
ONCO 620,
*ONCO 625,
ONCO 630,
*ONCO 635,
*ONCO 645,
OPTH 300,
ORGB 321,MGCR 222
ORGB 325,MGCR 222
ORGB 330,"MGCR 271, MGCR 222"
ORGB 380,
ORGB 401,
ORGB 409,MGCR 222
*ORGB 420,MGCR 222
ORGB 421,MGCR 222
ORGB 423,MGCR 222
*ORGB 434,MGCR 222
ORGB 440,MGCR 222
*ORGB 525,ORGB 423
*ORGB 625,
*ORGB 632,
ORGB 633,
*ORGB 634,
*ORGB 635,ORGB 633
*ORGB 640,
*ORGB 643,
*ORGB 643 D 1,
*ORGB 643 D 2,ORGB 643 D 1
*ORGB 644,
*ORGB 644 D 1,
*ORGB 644 D 2,ORGB 644 D 1
*ORGB 660,
*ORGB 661,
*ORGB 671,"INSY 660, INSY 662, MGSC 660, MGSC 661"
ORGB 672,"INSY 660, INSY 662, MGSC 660, MGSC 661"
ORGB 680,
*ORGB 685,
*ORGB 685 D 1,
*ORGB 685 D 2,ORGB 685 D 1
*ORGB 690,
*ORGB 695,"INSY 660, INSY 662, MGSC 660, MGSC 661"
ORGB 705,
*ORGB 706,
*ORGB 707,
*ORGB 708,
OTOL 602,
OTOL 603,
OTOL 612,
OTOL 613,
OTOL 690,
OTOL 691,
OTOL 692,
OTOL 693,
OTOL 694,
PAED 301,
PAED 401,
*PAED 401 D 1,
*PAED 401 D 2,PAED 401 D 1
PARA 410,"LSCI 230, AEBI 211, ENVR 202, ENVB 305"
PARA 424,"AEBI 211, LSCI 230"
PARA 438,"AEBI 202, LSCI 202"
PARA 515,
PARA 606,
PARA 607,
PARA 635,
*PARA 645,
PARA 655,
PARA 665,
*PARA 678,
PARA 687,
PARA 688,
PARA 689,
*PARA 690,
*PARA 691,
PARA 701,
PARA 710,
PARA 711,
PATH 300,"BIOL 200, BIOL 201, BIOC 212, PHGY 209, PHGY 210"
PATH 396,
PATH 504,
PATH 607,
PATH 613,
PATH 614,
PATH 620,
PATH 622,
PATH 652,
PATH 653,
PATH 690,
PATH 691,
PATH 692,
PATH 701,
PHAR 200,
PHAR 201,PHAR 200
PHAR 300,"BIOL 200, PHGY 209, PHGY 210, BIOL 201, BIOC 212"
PHAR 301,PHAR 300
PHAR 303,"BIOL 200, BIOL 201, BIOC 212, PHGY 209, PHGY 210"
*PHAR 390,
PHAR 396,
*PHAR 397,PHAR 396
PHAR 503,"PHAR 301, PHAR 303"
PHAR 504,"PHAR 301, PHAR 303"
PHAR 505,"PHAR 301, BIOC 311"
PHAR 508,"PHAR 301, PHAR 503, PHAR 505"
*PHAR 510,
PHAR 522 D 1,FMED 525
PHAR 522 D 2,FMED 525
PHAR 524,FMED 525
PHAR 540,"CHEM 222, BIOL 200, CHEM 332"
PHAR 562,PHAR 301
PHAR 563,PHAR 301
PHAR 565,PHAR 301
PHAR 590,PHAR 390
PHAR 598,
PHAR 598 D 1,
PHAR 598 D 2,PHAR 598 D 1
PHAR 599,
PHAR 599 D 1,
PHAR 599 D 2,PHAR 599 D 1
PHAR 601,
*PHAR 601 D 1,
*PHAR 601 D 2,PHAR 601 D 1
PHAR 601 N 1,
PHAR 601 N 2,PHAR 601 N 1
PHAR 602,
PHAR 609,PHAR 598
PHAR 610,PHAR 598
PHAR 670,
PHAR 671,
PHAR 696,
PHAR 697,
PHAR 698,
PHAR 699,
*PHAR 700,"PHAR 562, PHAR 563"
PHAR 701,
PHAR 702,
*PHAR 703,
*PHAR 704,
*PHAR 705,
*PHAR 706,
*PHAR 707,
PHAR 712,
PHGY 209,"BIOL 112, CHEM 110, CHEM 120, PHYS 101, PHYS 131, PHYS 102, PHYS 142, BIOL 200, CHEM 212"
PHGY 210,"BIOL 112, CHEM 110, CHEM 120, PHYS 101, PHYS 131, PHYS 102, PHYS 142, BIOL 200, BIOL 201, BIOC 212, CHEM 212"
PHGY 212,
PHGY 213,PHGY 212
PHGY 311,PHGY 209
PHGY 312,"PHGY 209, PHGY 210, PHGY 311"
PHGY 313,"PHGY 209, PHGY 210, PHGY 311"
PHGY 314,PHGY 209
PHGY 351,"PHGY 209, PHGY 210, PHGY 311"
PHGY 359 D 1,"PHGY 209, PHGY 210"
PHGY 359 D 2,PHGY 359 D 1
PHGY 396,
PHGY 419 D 1,
PHGY 419 D 2,PHGY 419 D 1
PHGY 425,"PHGY 311, PHGY 314, BIOL 200"
PHGY 451,PHGY 311
PHGY 459 D 1,
PHGY 459 D 2,PHGY 459 D 1
PHGY 461 D 1,
PHGY 461 D 2,PHGY 461 D 1
PHGY 488,PHGY 313
*PHGY 499,"PHGY 311, PHGY 312, PHGY 313, PHGY 314"
PHGY 502,"PHGY 311, PHGY 312, PHGY 313"
PHGY 508,PHGY 312
PHGY 513,"MIMM 314, PHGY 313"
PHGY 515,"PHGY 313, PHGY 314"
PHGY 516,
PHGY 518,
PHGY 520,PHGY 311
PHGY 524,"PHGY 209, PHGY 210, NSCI 200, NSCI 201, PHGY 311, PHGY 314, PSYC 318, BIOC 311"
PHGY 525,"NSCI 200, PHGY 314"
PHGY 531,
PHGY 550,"PHGY 311, BIOL 202"
PHGY 552,PHGY 311
PHGY 556,
PHGY 560,BIOL 301
PHGY 601,
PHGY 602,
*PHGY 603,MATH 315
PHGY 604,
PHGY 607,
PHGY 608,
PHGY 620,
PHGY 621,
PHGY 622,
PHGY 623,
PHGY 701,
PHGY 703,
PHGY 704,
PHGY 720,
PHGY 721,
PHGY 722,
PHGY 723,
PHGY 724,
PHGY 725,
PHIL 197,
*PHIL 198,
PHIL 199,
PHIL 200,
PHIL 201,
PHIL 202,
PHIL 210,
PHIL 221,
PHIL 230,
PHIL 237,
PHIL 240,
PHIL 242,
PHIL 301,PHIL 210
PHIL 306,
PHIL 310,PHIL 210
PHIL 311,PHIL 210
PHIL 327,
PHIL 334,"PHIL 230, PHIL 237, PHIL 242, PHIL 343"
PHIL 336,
*PHIL 341,
PHIL 343,
PHIL 344,
PHIL 345,
PHIL 348,
PHIL 349,
*PHIL 350,
PHIL 353,
PHIL 354,
PHIL 355,
PHIL 356,
PHIL 360,
PHIL 361,
PHIL 366,"PHIL 360, PHIL 361"
*PHIL 367,
PHIL 375,
PHIL 397,
PHIL 398,
PHIL 411,PHIL 210
PHIL 415,PHIL 210
PHIL 419,PHIL 210
*PHIL 421,PHIL 210
PHIL 427,
PHIL 434,PHIL 334
PHIL 436,PHIL 336
PHIL 441,PHIL 341
PHIL 442,PHIL 242
PHIL 444,
*PHIL 445,
PHIL 446,
*PHIL 450,
*PHIL 452,"PHIL 354, PHIL 355"
PHIL 453,
PHIL 454,
*PHIL 460,
*PHIL 470,"PHIL 370, PHIL 415"
PHIL 474,
